
äÈã∆ÉRÅ[Éh,èZèäÉRÅ[Éh,ÇsÇcÇaéYã∆ï™óﬁÉRÅ[Éh,éëñ{ã‡(êÁâ~),è]ã∆àıêî,ç≈êVä˙ã∆ê—îÑè„çÇ(ïSñúâ~)
756981060,1020507100,27401,100000,3,2
547320592,1020513100,39881,8000,2,58
756375289,1021201000,22312,6000,4,20
631320319,1020519200,28703,3000,0,310
786353247,1020223300,35731,40000,4,6
756301636,1020111402,35951,10000,0,430
756620382,1020102902,36133,10000,4,200
786338605,1020512500,27201,10000,34,3941
786377154,1020222300,34411,10000,39,100
183311574,1021002600,34431,20000,1,73
786035029,1052000404,35799,3000,134,12
786020668,1021002700,20702,10000,5,30
756066152,1020706400,36702,3000,12,100
756943275,1020100600,37909,0,5,76
455324522,1020303902,25111,50000,4,55
786032153,1020201800,23999,4000,3,86
756080478,1020509200,32703,0,5,135
756625027,1020900600,20519,10000,4,95
756934828,1020504300,20121,10000,40,160
756372876,1020408301,32231,16220,4,130
756382996,1042000917,37111,10000,2,45
756364979,1020901500,20523,10000,3,465
786362129,1020213200,29301,46800,3,165
756049253,1020301507,31601,0,5,140
756075051,1020100603,39881,0,10,300
786016052,1020519400,27401,3000,8,111
756302273,1020303400,39651,3000,4,12
716037505,1020219000,35991,444000,4,95
848311127,1020200800,20111,5000,20,70
786331868,1020401700,27401,35000,3,50
756934194,1042000716,36201,5000,0,180
756933528,1020303305,35991,10000,14,15
756833503,1021004500,20409,3000,1,84
905320946,1020201900,32231,15000,2,80
786046913,1020512500,35951,5000,2,531
786338276,1020108101,24111,10000,1,28
756364450,1020708700,39402,48000,25,65
756671101,1020115500,35991,10000,34,58
756610526,1020409000,20999,30000,7,15
786378369,1020103400,35991,0,261,1050
756379192,1020100600,36629,5000,4,75
786024777,1020402400,32703,3000,97,938
075673881,1046000421,30202,10000,3,40
756324244,1021002900,27401,10000,0,150
756871512,1038000213,20111,3000,5,27
786399759,1020509200,35899,5000,5,40
978325841,1020216300,34541,10000,5,411
756608590,1020509200,39651,50000,11,15
786321654,1020207400,35951,10000,3,1260
756374567,1020407200,20111,4000,411,270
756314974,1020412500,35951,5000,2,300
786081742,1021201300,39652,0,0,15
836369442,1020509800,34209,10000,2,1800
756965161,1020504300,35971,10000,25,70
756089975,1020104300,35951,3000,31,70
767326550,1038000215,35441,3000,1,22
756910893,1020201300,34411,30000,1,78
786393179,1020216300,35991,10000,0,35
786350911,1052000207,37191,5000,33,15
756368633,1020104200,20999,5000,0,420
786026743,1020411700,30603,48250,5,410
299322119,1020202302,34431,4000,2,95
756890853,1020210900,35991,10000,6,240
328322847,1020411800,34431,3000,4,669
756877524,1020412900,34411,10000,2,1100
756888531,1020218200,39302,200,3,219
756089975,1020104300,35951,3000,31,70
786399587,1020212900,34431,10000,40,8
756843343,1046000407,22999,10000,11,1283
188328195,1020902300,20701,10000,0,66
756863468,1020212700,26402,3000,10,25
786019096,1020222800,27401,20000,0,57
291324150,1020520300,27201,96000,4,90
756983984,1020303301,20996,3000,4,335
786351824,1020404300,27401,20000,12,110
756901678,1020404700,35431,3000,11,98
786394621,1020408400,35441,10000,3,18
756057393,1021100300,39651,73000,31,80
756093800,1020201600,31701,10000,15,53
756916590,1020109703,25111,14500,11,60
915319288,1020110800,26202,5000,1,23
756963352,1020505200,23991,3000,3,953
756962289,1020412200,27401,9500,0,2277
786075047,1020217500,39908,3000,3,70
786015202,1020200800,27401,3000,41,78
756857377,1020510000,37401,3000,17,40
783324013,1020515500,27401,10000,1,30
756821052,1020216600,39698,10000,33,510
756048842,1020204300,37121,12000,0,35
756093800,1020201600,31701,10000,15,53
756932927,1020706000,20702,30000,1,170
786393843,1021100300,39651,42250,18,395
756079194,1020301200,39651,3000,20,10
756674898,1020515500,35761,18400,24,404
756054015,1020218700,39651,3000,9,170
756814825,1020212900,20951,10000,0,20
786048220,1020204600,37131,3000,4,50
756024953,1038000105,39651,3000,110,50
756330960,1020404700,22412,3000,158,40
786011142,1020205900,25111,50000,2,290
034303139,1020102901,34432,5000,16,28
458321992,1021202000,39651,10000,89,125
786080951,1020102601,27401,1000,61,100
140315542,1021000100,20302,35000,26,70
756068713,1021202200,35951,3000,46,50
675314609,1020708500,34801,10000,39,90
786049741,1020301701,32231,40000,4,65
756397146,1020504300,34511,3000,0,110
786022924,1020412700,23921,34500,7,70
786074677,1020602500,29909,200000,6,104
756369222,1020518200,27401,10000,47,280
756365172,1020100300,23801,10000,9,25
756399257,1020412900,20111,5000,7,250
786363023,1020702200,34421,3000,1,342
440314252,1020214500,23911,10000,4,48
786340315,1020112900,35699,20000,12,12
756098635,1021000800,35991,3000,18,249
076438503,1021201000,34421,10000,8,19
756391697,1020204300,35991,1200,5,425
756091408,1020900100,22607,20000,1,25
786345974,1052000506,24211,50000,7,1832
756969338,1020902300,39651,10000,5,15
756866939,1021001700,39651,3000,35,540
756963522,1034000506,39503,10000,25,200
786370341,1020516400,34431,15000,6,80
786365870,1020104300,35991,3000,40,165
030019112,1020215300,35431,3000,5,100
147319878,1020412103,34522,40000,0,30
786399389,1020408400,35951,10000,42,374
756808400,1020108004,34541,10000,8,220
039751515,1020301703,39651,3000,36,180
756604268,1020105600,20994,0,1,180
756964283,1020304201,39651,10000,0,556
786087962,1020300102,39304,3000,8,140
391318746,1020222300,34521,3000,1,79
786355992,1020408302,36132,9000,32,150
756953847,1020512500,39661,3000,6,85
786028321,1044001014,35951,100,1,240
756028341,1020513600,33312,1000,2,100
756954526,1020513000,37901,3100,16,70
786318492,1020802100,23804,7000,4,114
849303622,1052000207,35951,3000,1,13
786317579,1052000308,39651,10000,0,100
786312839,1020109705,35611,3000,2,3509
187312734,1020600600,35951,0,3,620
786353823,1020901500,20302,10000,0,30
786025472,1020300601,34432,20000,23,174
756994857,1020303306,35799,5000,3,27
786380201,1020111302,28702,50000,4,1020
756963182,1020220700,25301,10000,0,400
786036392,1021201900,35951,60000,7,149
598319398,1020600800,35951,35000,2,170
786044982,1020305700,39409,43000,5,17
756079612,1020212400,35761,10000,3,107
786362129,1020213200,29301,46800,3,165
756358314,1020117000,34431,10000,5,10
299323054,1020902300,35971,8000,1,600
438320084,1034000502,20702,5000,60,15
796096285,1020203100,20951,50000,2,85
585311648,1020102000,35411,10000,25,25
756075213,1020900500,39881,18000,25,150
756907878,1042000705,37191,10000,15,1162
786037103,1020603300,24211,10000,4,400
786369656,1020406900,34421,3000,60,20
674328533,1020516800,34411,10000,7,10
581315787,1020901900,35991,3000,3,62
756055911,1020410500,34411,3000,12,190
786040538,1020207400,36133,5000,10,20
253323902,1020205800,34521,10000,0,35
370315888,1020605700,36133,30000,7,18
756618924,1020515300,20523,10000,29,80
786306732,1020514200,35991,3000,0,173
756007027,1021000200,33502,10000,1,0
756969022,1020401400,30603,3000,6,8
125321956,1020214701,37121,10000,0,1045
756099210,1020513300,20111,10000,170,100
756325092,1020900100,35991,3000,5,40
756058452,1020517600,38411,40000,22,1550
599321612,1020406600,36809,3000,3,30
786079390,1034000506,32231,10000,25,20
756312832,1020805100,34911,5000,7,100
786383472,1020107600,35971,3000,11,50
304324543,1020513900,39621,3000,6,8
071978494,1020214802,35411,5000,5,16
786303166,1020223300,39671,20000,5,160
756312832,1020805100,34911,5000,7,100
756395182,1052000511,39907,2000,6,450
786007094,1020507900,20812,10000,0,70
639314093,1020513000,35971,0,10,1926
786016955,1020902100,39651,3000,25,30
756364521,1020404300,36111,10000,5,45
128329720,1020215203,37141,3000,2,720
756945320,1020505200,28911,1000,1,49
786393280,1021000600,35991,10000,4,30
535329035,1044001034,39651,10000,15,82
786384920,1020300905,39692,20000,115,949
756360405,1020705000,35991,5000,3,18
756873937,1020304202,35951,10000,8,130
756810088,1020406500,34541,10000,4,84
756310648,1020516200,20999,1700,28,142
756314238,1052000203,25111,10000,3,152
756018110,1020708700,23301,3000,88,18
756812101,1044000208,36629,6000,2,60
786048662,1020902300,35991,5000,19,25
032297066,1020204300,39651,3000,3,130
786377955,1020606800,33311,6000,16,820
756804033,1020404700,35951,10000,30,682
756965256,1020304201,34431,500,1,230
895327924,1020300102,33159,4500,15,700
786036852,1020114100,35699,10000,2,136
786353214,1020302805,25111,1000,10,230
786037814,1020220100,35971,5000,15,746
756340408,1020408701,35991,3000,1,10
756949517,1020518200,28299,40000,35,29
786348864,1020520000,34541,3000,5,65
786362498,1020600300,34411,3000,1,608
786011612,1020203100,34411,3000,1,38
756033035,1020901300,36111,10000,5,140
786074217,1020217300,34421,15000,4,46
030823602,1021003500,36629,10000,2,230
756024864,1020103603,34524,10000,0,200
888316067,1020206500,36133,10000,53,140
756398498,1020512500,34431,10000,5,10
786089185,1020202600,27401,10000,5,520
756050387,1020505200,34431,12000,2,30
538318008,1020706300,34209,10000,25,27
756953778,1020304900,25301,3000,1,190
786037337,1020213400,34541,3000,5,30
786399854,1020101505,36133,10000,115,2875
786318492,1020802100,23804,7000,4,114
915323924,1020204300,20999,10000,65,70
756099436,1020112900,35991,0,5,100
756961495,1020114300,39651,10000,0,410
786000817,1052000307,25301,35000,27,170
786008962,1020202700,34522,5000,162,434
756383563,1021101300,35951,3000,1,50
756906946,1020505200,20302,5000,26,224
756301683,1020207400,28993,3000,2,170
321328742,1020803600,36614,3000,6,200
756027044,1020403900,35991,5000,20,93
756002087,1052000505,35991,3000,13,50
786027570,1020903500,39699,10000,51,60
756012503,1020221000,39671,0,13,4627
756810305,1020409500,34431,10000,1,420
321328742,1020803600,36614,3000,6,200
756085147,1020803600,35991,10000,17,13
756904846,1021101200,35991,3000,60,170
786313829,1020301507,32191,1000,2,28
756376219,1020517700,27401,30000,0,5519
756606202,1020504300,24221,10000,23,60
756962909,1020302901,36111,5000,1,626
696814411,1020509700,39632,3000,8,672
756876256,1020401200,20703,10000,30,300
786074107,1052000506,32229,5000,8,19
756074268,1020803600,39909,10000,0,98
756879473,1020803000,39651,50000,0,1506
786370341,1020516400,34431,15000,6,80
055328342,1046000408,34541,30000,1,80
786047472,1020220600,34207,35000,2,18618
756871382,1038000212,35991,10000,20,20
756864573,1021201000,36199,3000,273,210
786336449,1020202800,35991,90000,20,100
786303382,1020303301,35611,10000,1,130
756847295,1042000709,39402,10000,5,60
786381714,1020509300,23101,45000,0,17
756860253,1020111800,36622,5000,0,441
748328190,1020518700,20999,10000,1,44
756812749,1020606000,37331,4000,3,52
786397324,1021002200,27401,10000,1,10
756398523,1020507100,26402,10000,2,736
847315017,1020213400,39881,3000,0,22
884317719,1021101700,28993,3000,5,110
758327241,1020303307,34431,10000,6,38
786008013,1021002000,32199,10000,1,90
756981210,1020210800,20409,3000,1,50
756813379,1052000209,37191,21000,4,190
858314812,1021101200,35951,1200,11,250
786008921,1038000108,33721,10000,1,125
786006922,1020104100,36624,20000,0,75
786078084,1020504100,34541,10000,4,4
786343078,1020411901,20813,3000,1,23
786354234,1020901600,39651,10000,1,350
154315857,1020223500,36201,3000,130,991
955311068,1020405400,34511,3000,3,40
756816158,1020402500,34541,3000,3,240
756993569,1020401400,25121,3000,1,1250
786022924,1020412700,23921,34500,7,70
786355972,1020708700,39621,10000,3,1100
756366452,1020215100,36131,5000,20,410
786354414,1020404000,20996,5000,14,60
786382142,1020411200,35951,3000,40,630
786023632,1020512500,34204,3000,4,44
786078881,1020515200,35991,5000,51,320
756364759,1020217600,34531,10000,37,60
786393008,1020520000,20999,3000,0,230
756371201,1021003300,36141,20000,2,80
786087706,1020900700,27401,4000,7,515
756376702,1020105700,20941,4500,5,30
786034944,1020111102,34411,0,6,80
756961784,1021102500,35991,12000,3,852
756320931,1020105700,33721,10000,18,40
756824185,1052000302,35899,10000,3,2296
786078881,1020515200,35991,5000,51,320
786041639,1020204600,35799,100000,12,110
756014016,1020515800,22999,10000,4,98
786045475,1020112600,35991,40000,18,40
786032238,1020904500,34202,12000,3,92
756353460,1034000404,35951,17500,0,12
756029768,1020220000,35441,8000,14,10
786364443,1020402400,35951,5000,13,1545
756326809,1020204300,35951,3000,19,15
726652236,1020219600,35951,0,4,300
786302341,1021100300,35921,5000,5,130
756952264,1020105700,35971,10000,5,60
786003865,1020212802,35412,0,60,1162
756965536,1020904700,35431,10000,20,290
756387490,1052000507,27401,9800,3,260
756815692,1021003600,37191,10000,30,34
756865296,1020203100,24222,3000,6,8
786330965,1020410000,35441,4000,1,40
786387334,1020300104,29301,3000,0,89
756094722,1020511900,35951,3000,6,1112
786397586,1020408902,35781,10000,18,350
756999204,1020300601,34529,5000,15,296
786323222,1020102602,35991,0,3,10
786038430,1020206000,20111,24000,9,280
786019064,1021000200,35991,20000,1,253
756823783,1021000800,26402,10000,0,100
756308070,1020708700,34541,3000,3,2339
756924153,1020800700,36133,4000,3,50
756825002,1020802700,39821,0,5,30
530328597,1020800500,35991,10000,5,249
032226093,1020800300,39909,3350,25,70
756021163,1046000421,35951,30000,22,96
786384390,1020301702,23203,10000,1,60
766395667,1020116400,23301,3000,12,240
786351168,1020706400,29909,0,3,290
756924153,1020800700,36133,4000,3,50
786390058,1020305200,39611,3000,1,10
756625807,1020505200,27401,3000,40,30
756815408,1021201900,38212,6000,5,120
030883883,1020410500,33134,3000,0,44
753328746,1020708700,37141,30000,10,773
786016316,1020102902,24125,3000,15,557
756300920,1021201700,25911,10000,10,3949
786364842,1020114500,35941,10000,1,30
756868662,1020300102,34421,20500,10,100
756357016,1020303305,20521,3000,0,2229
756946156,1020105102,39651,70000,1,80
786017974,1042000705,35991,10000,12,50
345325542,1020220700,37701,30000,20,20
786334209,1021001700,35991,190010,3,7
786386555,1020500300,35991,16000,6,50
786305603,1020300604,34431,1000,13,10
756358116,1020203300,35991,10000,8,65
786310121,1021202200,37191,10000,1,100
758317392,1021102500,34541,0,0,120
756802554,1020510000,20813,10000,9,40
786384103,1034000502,35991,5000,1,50
756319117,1021201000,22971,3000,120,751
756062280,1021003400,39881,5000,35,48
756018816,1020405000,35951,90000,3,2070
076438503,1021201000,34421,10000,8,19
756868698,1020504100,36624,78000,8,350
786035029,1052000404,35799,3000,134,12
756338402,1020404300,35991,30000,0,446
756393656,1020404100,27401,5000,3,419
716956749,1020700300,24111,10000,0,5007
756911471,1021003300,20121,3000,137,30
325320541,1021101900,35991,10000,0,170
756327831,1020216100,37131,3000,1,680
786337824,1020117100,35991,3000,0,30
775314223,1020303600,35991,10000,10,21
756012180,1020513600,20523,3000,4,1060
830301052,1020401400,25111,13000,7,9
179327000,1020116600,30603,3000,12,417
786038430,1020206000,20111,24000,9,280
786390079,1020405000,33721,25000,17,35
756394402,1020100600,34524,5000,0,14
756946434,1038000113,37191,80000,1,3
756355536,1021101800,37191,10000,2,25708
756024870,1020303505,39651,15000,3,20
786335075,1021104800,22921,25000,2,220
756337353,1020408000,39651,9800,40,200
786383942,1038000211,39881,5000,171,240
935323721,1044001013,24111,10000,4,236
786378554,1020709300,25111,5000,45,17
164321038,1020410000,39671,5000,158,20
350324743,1034000502,26909,3000,9,23
756321337,1020201600,34431,5000,3,500
756963182,1020220700,25301,10000,0,400
786390079,1020405000,33721,25000,17,35
756835652,1020202600,35731,3000,18,10
756887661,1021201000,36132,5000,9,120
756007861,1046000403,28231,5000,50,10
075033932,1020602400,34421,150000,13,38
756808162,1020404300,36502,50000,7,65
756026113,1020303302,39699,48255,6,130
700311392,1020412800,20111,10000,5,6315
756966956,1052000310,39219,10000,36,8
756386100,1020800500,39881,10000,22,28
756996553,1020412400,34541,3000,37,2119
756334213,1021100400,27401,51400,14,104
756365028,1020303301,35951,3000,40,160
786317662,1020305700,39881,2500,2,131
756014390,1020222300,26403,10000,0,700
756382902,1020401400,35991,99000,5,100
786377456,1020303304,34421,20000,1,1112
756996568,1020708500,36133,1000,10,160
439311551,1020513100,33159,3000,10,628
786394746,1020302601,34421,10000,14,70
786318730,1020216400,34431,1000,0,280
090314607,1020101902,35731,3000,10,45
756867032,1021002700,34522,3000,10,50
078614276,1020303804,35991,3000,16,1100
756619324,1021101800,20999,10000,26,30
756614464,1042000717,38411,10000,1,500
756811357,1020302601,39652,0,29,140
756948402,1052000511,35641,0,5,10
756991802,1020706800,35991,15000,0,22
845328249,1021001000,24909,0,1,1423
756621484,1020706600,34209,5000,3,426
786000817,1052000307,25301,35000,27,170
756325938,1020405900,20519,40000,72,305
756609152,1020800700,38411,10000,3,38
786388067,1052000411,27401,10000,3,316
030823882,1020206500,35441,5000,1,4917
756012366,1020302001,35991,3000,1,65
756816491,1020211700,35991,45000,7,60
756893211,1020404700,36133,3000,2,94
447314231,1020210300,39651,5000,5,500
889321876,1020404300,35991,10000,15,15
915319288,1020110800,26202,5000,1,23
756602012,1052000505,24111,5000,11,3
756361483,1020520200,22311,496000,2,530
756607066,1020216200,33721,10000,2,1880
786074482,1020101100,23911,10000,5,81
605320216,1020512500,26402,5000,8,50
786393736,1020505200,39651,10000,15,200
039597467,1052000402,35991,5000,9,710
979323749,1020515500,35991,9000,2,9
786373240,1020403500,20999,20000,3,110
756054015,1020218700,39651,3000,9,170
756399034,1020112500,35951,6000,3,23
756036190,1020117400,32231,3000,43,628
756041722,1021201900,34541,5000,1,30
756860601,1020406800,36191,35000,16,19622
756913952,1020214701,27401,20000,14,48
786339894,1052000506,35441,25000,1,110
786362498,1020600300,34411,3000,1,608
756356214,1020218700,39909,25000,2,30
756957933,1020706400,39302,10080,22,770
786335731,1020410500,34431,10000,1,766
377314824,1020800500,20951,12000,3,25
786356608,1020408400,32231,20000,1,1714
786047522,1020302902,39699,5000,8,60
351327122,1020204300,35661,5000,5,24
756992187,1020520100,38411,10000,1,12
756985525,1021201000,39651,0,8,56
786044657,1021201000,34411,0,0,68
756001442,1020803600,35951,10000,2,304
756627282,1052000102,35431,250000,7,36
756383798,1020219000,39651,3000,3,3941
756952342,1044001021,37609,3000,3,10
756818405,1020709000,38223,10000,0,200
263320359,1020220700,35431,10000,4,23
786350078,1020520100,27901,3000,3,75
756097714,1021101200,25301,10000,7,11
786049303,1021104900,37141,10000,3,96
756620873,1042000501,26201,3000,36,95
756302816,1034000404,22503,3000,2,25
756607613,1052000201,25111,20500,28,1930
889324632,1020902400,35441,5000,0,30
786380789,1020217100,24111,20000,1,380
756855697,1052000516,20701,3000,2,2476
261326489,1020107900,27401,5000000,3,1056
915319288,1020110800,26202,5000,1,23
786006689,1020512500,27401,3000,25,126
756092612,1020520000,34431,10000,14,120
786310039,1021101300,34511,0,43,3
786367011,1020113600,34531,10000,30,350
786324279,1021002900,39651,20000,1,380
877319997,1020405400,35951,10000,15,80
756924207,1020518100,20812,26250,32,160
756322165,1020215204,35781,3000,3,95
786041792,1020205700,23991,10000,2,40
756358314,1020117000,34431,10000,5,10
756895304,1020104300,20701,10000,10,1
786389488,1020110800,35799,10000,5,1121
183311574,1021002600,34431,20000,1,73
786361570,1020202900,34431,10000,60,22
786368732,1034000502,39651,12000,60,633
756344071,1020703400,34411,10000,10,94
756961832,1021002500,34541,100000,0,130
786039062,1020404700,36621,5000,2,4993
786039450,1020102000,33392,20000,58,70
756091408,1020900100,22607,20000,1,25
786394582,1020408400,36502,10000,2,200
756963321,1020603300,35991,8000,3,140
756858933,1020100602,34541,10000,4,74
756970636,1020212803,37121,16300,17,40
756363070,1020507100,37131,16000,2,330
756961671,1020300104,37141,10000,2,172
756365172,1020100300,23801,10000,9,25
786335622,1020804200,23911,10000,2,254
358328947,1021201000,34541,5000,35,90
756036190,1020117400,32231,3000,43,628
979327345,1020109705,35951,15000,6,110
756079315,1020411600,39692,10000,10,150
786349239,1020509800,20701,10000,3,6
756986296,1020516200,38411,10000,41,811
756359791,1021100300,34421,40000,8,420
638323493,1020601200,37191,1000,2,40
786380856,1020110700,34431,3000,3,130
165327639,1020517200,33392,10000,3,130
534327788,1020510000,27401,10000,10,37
756805960,1020300102,35991,30000,3,959
756056595,1052000201,27501,4500,2,23
756963426,1052000103,20999,34500,9,180
786349239,1020509800,20701,10000,3,6
165310537,1020302701,34431,3000,3,15
230319924,1020408301,26402,10000,9,3304
786368277,1021102100,26402,10000,2,30
786369656,1020406900,34421,3000,60,20
786396922,1020404000,37131,10000,3,30
870323887,1020411800,36199,3000,2,2000
786037945,1020111200,36614,10000,4,127
756394262,1020109202,34432,0,3,50
756945320,1020505200,28911,1000,1,49
796866132,1020102602,35991,10000,20,33
756011523,1020903000,32231,0,13,89
756810611,1020505200,24122,0,0,386
030387635,1020405000,22412,5000,8,3611
756090512,1021003600,36133,7000,1,411
786389047,1020109100,35611,3000,45,130
756985461,1020114600,36133,30000,10,155
786014736,1020412500,39692,10000,0,346
756830795,1020301506,34801,15000,1,150
786087897,1020108900,24111,3000,1,65
786397599,1020512900,35991,3000,35,425
756997098,1021202100,35951,10000,4,30
786037814,1020220100,35971,5000,15,746
786034988,1020301507,35641,3000,28,146936
756343623,1020411800,20301,10000,5,50
756622572,1021104400,33201,3000,6,9
756305090,1020901500,39652,450000,55,110
756004194,1020102501,39909,3000,5,20
756839806,1020510000,20199,3000,5,9
786356227,1020508100,31701,10000,3,2
786074443,1021201300,23911,3000,0,96
756387482,1020600300,28999,3000,1,18
786034579,1020208500,27401,10000,14,18
935323721,1044001013,24111,10000,4,236
076464449,1020204500,39821,5000,4,75
709329132,1020103400,34524,3000,0,288
756674025,1020601600,35971,3000,1,200
786393179,1020216300,35991,10000,0,35
786376506,1020901500,34421,5000,0,65
786000817,1052000307,25301,35000,27,170
078518751,1020304900,23991,10000,26,510
074484343,1020507500,26909,5000,11,20
756052382,1020500300,34531,10000,3,403
756316414,1020109000,35411,10000,8,45
727324330,1020803700,37191,30000,1,63
373328212,1020220700,20999,10000,20,510
756863434,1020517400,34431,1000,0,350
245316433,1020403900,20519,0,0,30824
786010375,1021201300,20813,3000,0,110
756958660,1020515800,35412,3000,15,360
115329415,1020302401,36809,5000,71,350
756012262,1020300102,37131,0,11,50
786350342,1020408702,39907,10000,0,27
786072258,1020705300,36133,10000,113,380
756843269,1020303301,36133,39600,3,45
756831286,1020105700,35991,10000,5,1100
756351270,1020204400,35699,50000,0,800
786007399,1020408400,35699,90000,22,554
756903102,1020900600,36803,3000,5,306
756972193,1021102500,20996,6000,0,96
030019112,1020215300,35431,3000,5,100
786305422,1020113004,20702,10000,4,28
756939795,1020705500,23301,25000,3,140
756355569,1020902700,23101,10000,15,28
756327849,1020203100,26402,8000,1,160
756024692,1020114300,39881,3000,0,1354
786348584,1042000905,34421,30000,4,60
756874716,1021202000,22311,13200,0,9
786343883,1021202000,20999,1000,9,270
756096292,1052000103,23991,1500,0,14
756357525,1020407601,26402,10000,0,402
786338512,1020204300,34529,3000,8,200
756052850,1021002900,27401,50000,20,140
857318559,1020210800,27401,10000,2,300
716037505,1020219000,35991,444000,4,95
756992441,1021002100,39692,100,5,19
756823783,1021000800,26402,10000,0,100
786354375,1020803600,38432,15000,0,45
786397969,1020207400,34432,10000,32,28
756011793,1020201800,22601,75000,5,30
786072691,1044001017,24221,87500,9,40
756843025,1020103900,33312,70000,3,26
786364816,1020800700,23801,10000,7,100
786049439,1020100100,24111,48000,9,113
756863468,1020212700,26402,3000,10,25
